0.000000000	Silence
0.417959183	W, w, Intro, (slide guitar
5.899954648	y, slide guitar)
10.827845804	A, a, Verse, (vocal
15.835396825	a
20.627324263	a
25.507142857	a
30.428344671	a
35.290680272	b
40.121292517	c
45.050340136	B, a, Chorus
50.034943310	a
54.890498866	a
59.754716553	d, vocal)
64.647437641	W, w, Bridge, (slide guitar
69.514807256	y, slide guitar)
75.018117913	A, a, Verse, (vocal
79.532335600	a
84.213537414	a
89.092448979	a
94.043673469	b
98.900294784	c
103.842494331	B', a, Chorus
108.696235827	a
113.602358276	a
118.424353741	d
123.258594104	d
128.218503401	B, a, Chorus
132.953356009	a
138.034489795	a
142.857346938	d, vocal)
147.842766439	W', w, Outro, (slide guitar
152.642879818	y', slide guitar)
164.165079365	Silence
167.549750566	End
