0.000000000	Silence
0.069387755	Z
1.846235827	A, a, Intro, (bass
9.327142857	a
14.612448979	A, a, Head, (guitar
21.528798185	a
30.340000000	a
37.263650793	a, bass), guitar)
42.517369614	A, a, Verse, (voice
49.559092970	a
56.455170068	a
63.543174603	a
70.535147392	B, b, Chorus
77.727346938	a
84.815124716	C, c, Chorus
91.927256235	d
98.920068027	e
105.903469387	f, voice)
112.847097505	A, a, Instrumental, Solo, (guitar
119.894988662	a, guitar)
126.847278911	A, a, Verse, (voice
133.871428571	a'
141.175170068	B, b, Pre-Chorus
148.351111111	a
155.455351473	C, c, Chorus
162.462993197	d
169.551156462	e
176.599002267	f, voice)
183.623582766	A, a, Instrumental, Solo, (guitar
190.615102040	a
197.431133786	B, b, Solo
204.647142857	a
211.608117913	C', c, Solo
218.678730158	a, guitar)
225.622925170	D, g, Bridge, (voice
233.159092970	h
240.815464852	g
248.054671201	h
255.399387755	g
262.478843537	h
269.624058956	g
276.726780045	h
283.679092970	A, a, Instrumental, Solo, voice), (guitar
290.598888888	a, guitar)
297.607120181	A, a, Outro, (voice
304.838752834	a
312.311746031	B, b, Outro
319.278956916	a
326.263832199	A, a, Outro
333.150975056	a
340.134920634	a', voice)
349.226303854	Z
452.383673469	Silence
452.440816326	End
